,S1Hand,LabelHand,region,imageId,sampleType,split,band01_sum,band02_sum,band03_sum,band04_sum,band05_sum,band06_sum,band07_sum,band08_sum,band09_sum,band10_sum,band11_sum,band12_sum,band13_sum,band01_sumsq,band02_sumsq,band03_sumsq,band04_sumsq,band05_sumsq,band06_sumsq,band07_sumsq,band08_sumsq,band09_sumsq,band10_sumsq,band11_sumsq,band12_sumsq,band13_sumsq,pixel_count
112,Pakistan_1036366_S1Hand.tif,Pakistan_1036366_LabelHand.tif,Pakistan,1036366,S1Hand.tif,train,241296860.0,217291232.0,211307060.0,207401752.0,208239130.0,268125363.0,312268169.0,273483691.0,328752056.0,45791753.0,5879246.0,225913890.0,144686017.0,531395533106.0,431211462246.0,409130148226.0,398378294554.0,399753303872.0,663129577143.0,902957818731.0,695047289889.0,1007949508206.0,22056094947.0,327757772.0,490157174548.0,204227373523.0,110380
113,Pakistan_760290_S1Hand.tif,Pakistan_760290_LabelHand.tif,Pakistan,760290,S1Hand.tif,train,479223009.0,438576492.0,425993273.0,456077132.0,444309295.0,521978177.0,589535733.0,523609646.0,625389384.0,70702740.0,3005207.0,677993744.0,519282107.0,984058659997.0,824674477472.0,778605546141.0,895678954308.0,849794455721.0,1172704900805.0,1497885588435.0,1183397380256.0,1688959996900.0,21549004250.0,39106879.0,2028479499844.0,1208534043559.0,233498
114,Paraguay_721886_S1Hand.tif,Paraguay_721886_LabelHand.tif,Paraguay,721886,S1Hand.tif,train,359489968.0,282771183.0,264159681.0,186005568.0,273906316.0,553168156.0,702734802.0,645142184.0,781350331.0,83029561.0,13830091.0,446346562.0,202779645.0,493234149924.0,305709042615.0,267981699617.0,135042052702.0,290871453352.0,1206089671722.0,1962628075616.0,1666491463410.0,2432925532493.0,26711395745.0,732979437.0,814388327546.0,176841346567.0,262144
115,Paraguay_62897_S1Hand.tif,Paraguay_62897_LabelHand.tif,Paraguay,62897,S1Hand.tif,train,365176993.0,285676536.0,250517246.0,189028270.0,239270603.0,394181858.0,482075263.0,436555279.0,515570681.0,64862302.0,15570200.0,288164309.0,137731979.0,508946285967.0,312093516508.0,242157664452.0,139839449772.0,225843758553.0,636245204526.0,964194957161.0,800820265675.0,1127559340811.0,16782763540.0,928103652.0,378484377139.0,86938199009.0,262144
116,Paraguay_36015_S1Hand.tif,Paraguay_36015_LabelHand.tif,Paraguay,36015,S1Hand.tif,train,650262334.0,577697205.0,545502855.0,516947007.0,579381245.0,831715438.0,976637859.0,908993127.0,1039171538.0,400973934.0,299481854.0,602032810.0,417654342.0,1621286540012.0,1282185654697.0,1143918630691.0,1032444860263.0,1291758271907.0,2644639367544.0,3646481704053.0,3158989209883.0,4127499243228.0,620462112410.0,348466510686.0,1394076573312.0,674366706582.0,262139
117,Paraguay_12870_S1Hand.tif,Paraguay_12870_LabelHand.tif,Paraguay,12870,S1Hand.tif,train,666091896.0,596865627.0,543366482.0,496716452.0,542840953.0,687717612.0,774003204.0,726744636.0,810524899.0,377637063.0,308083164.0,447633704.0,310297792.0,1697282536252.0,1363866260403.0,1130953780920.0,946220806456.0,1129331884683.0,1813925679224.0,2298995245148.0,2027736496672.0,2523262644031.0,548912341317.0,365861557330.0,770471870308.0,370003225298.0,262144
118,Paraguay_126224_S1Hand.tif,Paraguay_126224_LabelHand.tif,Paraguay,126224,S1Hand.tif,train,587265520.0,510872213.0,451530774.0,402232867.0,435802271.0,537959159.0,603962938.0,558606751.0,622804238.0,271513960.0,213431132.0,358016225.0,241087638.0,1316659984694.0,996625065065.0,779050804812.0,618784952941.0,726768603003.0,1113107654957.0,1407093913356.0,1204657848557.0,1502358746346.0,282415476182.0,174452369716.0,498669033425.0,224187677996.0,262144
119,Paraguay_215904_S1Hand.tif,Paraguay_215904_LabelHand.tif,Paraguay,215904,S1Hand.tif,train,412215375.0,355726881.0,348385856.0,296837607.0,377754898.0,695868435.0,854683101.0,799635037.0,925977619.0,204274425.0,100802718.0,567443039.0,319388398.0,757311410285.0,566310572743.0,544036048492.0,402507799845.0,642076943344.0,2158700028219.0,3259315199731.0,2854487314517.0,3826780291997.0,187350033481.0,45305411906.0,1453027202371.0,473619067682.0,226308
120,Paraguay_54421_S1Hand.tif,Paraguay_54421_LabelHand.tif,Paraguay,54421,S1Hand.tif,train,353044324.0,287717765.0,288988581.0,224192035.0,326762345.0,720649504.0,911453829.0,847077208.0,1002295718.0,115725936.0,24474096.0,625419562.0,311511071.0,476091454774.0,317171550843.0,321288748089.0,206622385603.0,417083586749.0,2012537831094.0,3242080094101.0,2803214998012.0,3916441708592.0,51620823954.0,2508347442.0,1545742493390.0,419943091445.0,262144
121,Paraguay_247656_S1Hand.tif,Paraguay_247656_LabelHand.tif,Paraguay,247656,S1Hand.tif,train,349205140.0,274755095.0,262879003.0,185145266.0,278284880.0,593104260.0,759445526.0,695874207.0,834495299.0,91754782.0,15371964.0,438469024.0,197903985.0,465895529286.0,289853002277.0,267368808199.0,139991598338.0,305877181154.0,1439151540722.0,2389782959964.0,2022079855315.0,2905886966769.0,33513844490.0,902442078.0,816846226418.0,178536376427.0,262144
122,Paraguay_179624_S1Hand.tif,Paraguay_179624_LabelHand.tif,Paraguay,179624,S1Hand.tif,train,342597549.0,274263339.0,267463165.0,191766831.0,292471927.0,710822026.0,922026849.0,864143927.0,1014711227.0,144755927.0,39950640.0,537539546.0,247865472.0,448987696873.0,289223764595.0,276780366035.0,155141273727.0,338925019729.0,1950422282712.0,3295208663129.0,2897356260159.0,3988348663799.0,80537082445.0,6123443254.0,1152984973854.0,271848407728.0,262109
123,Paraguay_1029042_S1Hand.tif,Paraguay_1029042_LabelHand.tif,Paraguay,1029042,S1Hand.tif,train,324520632.0,257877673.0,235500019.0,174555572.0,227826900.0,434797292.0,547460306.0,497604006.0,591641644.0,68569740.0,12229997.0,286142885.0,130648545.0,477496018550.0,304314205835.0,255865377097.0,145604296718.0,247328391972.0,1002017848050.0,1628091282450.0,1375252008068.0,1957495640516.0,23949811790.0,671893601.0,479656400427.0,104457606789.0,223004
124,Paraguay_246154_S1Hand.tif,Paraguay_246154_LabelHand.tif,Paraguay,246154,S1Hand.tif,train,347798164.0,276845225.0,267567080.0,196454705.0,293340835.0,609635826.0,778593471.0,718839555.0,867082522.0,94487412.0,14418543.0,530967760.0,243631491.0,462025856514.0,293841066097.0,276372279122.0,154599354101.0,336396381633.0,1485282015280.0,2456100593167.0,2096606733401.0,3042090616890.0,35026344324.0,794287705.0,1138923101322.0,248834811511.0,262144
125,Paraguay_892933_S1Hand.tif,Paraguay_892933_LabelHand.tif,Paraguay,892933,S1Hand.tif,train,360807497.0,287720733.0,260865223.0,194646576.0,261252435.0,504174298.0,640595348.0,587872604.0,696200707.0,74878750.0,14059533.0,400268755.0,192757338.0,497541568651.0,318521899629.0,265415491747.0,157279134076.0,273321523549.0,1076882315536.0,1789126663810.0,1516945589798.0,2129023464949.0,23007767802.0,756980691.0,738985614383.0,190028101582.0,262144
126,Paraguay_11869_S1Hand.tif,Paraguay_11869_LabelHand.tif,Paraguay,11869,S1Hand.tif,train,346902995.0,286116134.0,293700256.0,237166041.0,341013952.0,714275567.0,890825608.0,827703507.0,979476756.0,105572421.0,13729719.0,675405109.0,344118294.0,470598687495.0,322174267746.0,340411386802.0,239156351711.0,465289586164.0,2016068073377.0,3150265721514.0,2719687373759.0,3803182557674.0,43837865777.0,734198833.0,1863534123697.0,528220409224.0,257933
127,Paraguay_921838_S1Hand.tif,Paraguay_921838_LabelHand.tif,Paraguay,921838,S1Hand.tif,train,384375687.0,313270542.0,282568129.0,238186203.0,287126829.0,476302903.0,592749223.0,545684917.0,652388137.0,75044045.0,17034342.0,540377176.0,311025265.0,566823031747.0,380935811890.0,314658888037.0,246438627205.0,338497682523.0,940590235203.0,1500830616413.0,1273769257707.0,1811926335145.0,22370759991.0,1109188098.0,1329857602178.0,515261682903.0,262144
128,Paraguay_24341_S1Hand.tif,Paraguay_24341_LabelHand.tif,Paraguay,24341,S1Hand.tif,train,362062966.0,286209908.0,257599892.0,181215768.0,242218837.0,477545305.0,597023794.0,544256009.0,642021874.0,71615587.0,15616033.0,290585018.0,119241298.0,500377309174.0,312886300338.0,254400714826.0,127330226242.0,229737857281.0,1012107852079.0,1622014879872.0,1384099915039.0,1937052315684.0,21334668591.0,934955291.0,405835732048.0,66475331138.0,262144
129,Paraguay_605682_S1Hand.tif,Paraguay_605682_LabelHand.tif,Paraguay,605682,S1Hand.tif,train,370443483.0,294391634.0,256526156.0,200981283.0,248098172.0,350699713.0,411790612.0,364594276.0,414334305.0,52409999.0,15724230.0,196436955.0,93916495.0,523989336129.0,331766316534.0,253793283880.0,159525522759.0,241203981530.0,496626006015.0,690385472468.0,549984335554.0,720674875033.0,10890181635.0,944624262.0,186498886553.0,42528964917.0,262144
130,Paraguay_997480_S1Hand.tif,Paraguay_997480_LabelHand.tif,Paraguay,997480,S1Hand.tif,train,347918675.0,274600906.0,248416882.0,189736425.0,260095215.0,471316344.0,579688525.0,537557832.0,641189706.0,70434427.0,11979220.0,394696618.0,185566600.0,462071520609.0,288549025832.0,238420155514.0,143913113919.0,266804323837.0,924841287858.0,1428336800491.0,1236967045462.0,1766060875378.0,20204153897.0,549042358.0,701051454236.0,164360278738.0,262144
131,Paraguay_148318_S1Hand.tif,Paraguay_148318_LabelHand.tif,Paraguay,148318,S1Hand.tif,train,478118959.0,414647949.0,391246824.0,341422814.0,409890017.0,686013818.0,835308179.0,775025603.0,901091149.0,247531885.0,148388544.0,515943203.0,309420370.0,954513962763.0,718981757751.0,640592759580.0,490272847514.0,704549257985.0,1984852726536.0,2956889379419.0,2544752976509.0,3442299159523.0,257022925961.0,92317472868.0,1124652433785.0,406987314896.0,240076
132,Paraguay_191503_S1Hand.tif,Paraguay_191503_LabelHand.tif,Paraguay,191503,S1Hand.tif,train,351987226.0,282529343.0,273616010.0,207486786.0,297073352.0,649420365.0,829197904.0,768391480.0,921102024.0,96240583.0,16080254.0,573932374.0,283973588.0,473605665054.0,306814200971.0,289546526272.0,183685131240.0,350597631452.0,1647416896735.0,2713544351192.0,2334491895742.0,3342539218264.0,35780848907.0,1058958632.0,1356396452902.0,385815724486.0,262144
133,Paraguay_1076204_S1Hand.tif,Paraguay_1076204_LabelHand.tif,Paraguay,1076204,S1Hand.tif,train,337937950.0,269579992.0,264859685.0,190087717.0,292795660.0,686363607.0,891960404.0,831999077.0,988654598.0,103163871.0,13271794.0,558094751.0,253027752.0,436497268918.0,279278337232.0,272232729631.0,156317846815.0,342472472090.0,1867777586421.0,3200440376344.0,2786799900449.0,3921580176040.0,41675340121.0,675933636.0,1263697149131.0,297753402906.0,262144
134,Paraguay_198534_S1Hand.tif,Paraguay_198534_LabelHand.tif,Paraguay,198534,S1Hand.tif,train,667534979.0,627396745.0,595877608.0,591498610.0,625432006.0,785300523.0,886152740.0,841454130.0,934844872.0,349511015.0,107691705.0,657030483.0,504991146.0,2508245341115.0,2285464734831.0,2079418017258.0,2103951064786.0,2296984720976.0,3389225631749.0,4236376023796.0,3843709321652.0,4685529456596.0,709567961793.0,59862896793.0,2340191607583.0,1419095030734.0,195487
135,Paraguay_470303_S1Hand.tif,Paraguay_470303_LabelHand.tif,Paraguay,470303,S1Hand.tif,train,375437440.0,300251423.0,265889253.0,232835276.0,279792076.0,403405727.0,495749171.0,457736141.0,557512867.0,63075027.0,10667375.0,467983008.0,249821695.0,538548716182.0,346432271363.0,273992159003.0,219693826096.0,307996231710.0,652421690391.0,996519935941.0,852288564291.0,1261513579043.0,15594102665.0,435515951.0,933479597726.0,289187879509.0,262144
136,Paraguay_822142_S1Hand.tif,Paraguay_822142_LabelHand.tif,Paraguay,822142,S1Hand.tif,train,357789185.0,279094095.0,246062100.0,169609694.0,230204628.0,439241751.0,546814169.0,498230861.0,592327711.0,61066669.0,11655534.0,260060831.0,104767288.0,488432330493.0,297480702701.0,233550361906.0,111520525434.0,213834709950.0,891478664939.0,1419917955123.0,1218861113205.0,1728710805403.0,15758951997.0,519838726.0,349504330635.0,57189923806.0,262144
137,Paraguay_795075_S1Hand.tif,Paraguay_795075_LabelHand.tif,Paraguay,795075,S1Hand.tif,train,344293826.0,273244205.0,260934595.0,189167687.0,283796916.0,608290376.0,782903691.0,731480475.0,870377514.0,94671930.0,11656817.0,510057312.0,230051247.0,470739118422.0,307606029077.0,284634571495.0,172177781031.0,339817357840.0,1512941839626.0,2531491232891.0,2217700265889.0,3121415144182.0,36669339028.0,519253167.0,1078873373278.0,244888440115.0,262138
138,Paraguay_339807_S1Hand.tif,Paraguay_339807_LabelHand.tif,Paraguay,339807,S1Hand.tif,train,299303106.0,236442900.0,216510419.0,156345040.0,211133599.0,401389093.0,503322604.0,457316982.0,540329219.0,65353585.0,13988339.0,232994076.0,100538359.0,419004010694.0,262638543182.0,221467080785.0,117810823150.0,216600012103.0,894549623341.0,1444523942308.0,1223778143946.0,1716453582857.0,21866593699.0,915917367.0,330070041160.0,60774173817.0,214619
139,Paraguay_1056717_S1Hand.tif,Paraguay_1056717_LabelHand.tif,Paraguay,1056717,S1Hand.tif,train,341356977.0,277804937.0,276478116.0,209239079.0,305185654.0,642096941.0,797577944.0,744269820.0,881292631.0,102835151.0,19976590.0,558009504.0,261768624.0,445010378909.0,296131423305.0,296982725086.0,178554902459.0,369019132158.0,1630778446017.0,2523304695402.0,2202951647368.0,3082440622189.0,41067734685.0,1525823630.0,1262890860266.0,290092696340.0,262144
140,Paraguay_403081_S1Hand.tif,Paraguay_403081_LabelHand.tif,Paraguay,403081,S1Hand.tif,train,329341426.0,262434416.0,262247502.0,179232601.0,290601576.0,692938820.0,897026894.0,834238245.0,988601093.0,103722183.0,12729928.0,546776939.0,243797648.0,437285825638.0,279521576488.0,280672303524.0,140893740127.0,349363949124.0,1971335470578.0,3323871730374.0,2884163541347.0,4037817238875.0,43849172295.0,651463232.0,1249148784919.0,266026781574.0,249836
141,Paraguay_149787_S1Hand.tif,Paraguay_149787_LabelHand.tif,Paraguay,149787,S1Hand.tif,train,343545473.0,267695150.0,249115289.0,171083745.0,251522805.0,516474345.0,655736358.0,600577760.0,717850772.0,82964771.0,15262409.0,349525058.0,151268274.0,450372728969.0,273814823572.0,238571467849.0,113649577821.0,248445538971.0,1132922152275.0,1858914238532.0,1581387644116.0,2258879918884.0,27899241831.0,891634577.0,536093037748.0,100126238710.0,262144
142,Paraguay_36146_S1Hand.tif,Paraguay_36146_LabelHand.tif,Paraguay,36146,S1Hand.tif,train,491481737.0,422626574.0,401498626.0,360420176.0,434917763.0,720936408.0,877484554.0,811527175.0,948173511.0,228918277.0,144263025.0,588232632.0,352675573.0,923308825743.0,683563184094.0,617908009388.0,504834835858.0,729599427549.0,1996330425924.0,2962761769784.0,2533970547859.0,3457648317825.0,201182665943.0,80076773651.0,1343917028830.0,493908331679.0,262144
143,Paraguay_792268_S1Hand.tif,Paraguay_792268_LabelHand.tif,Paraguay,792268,S1Hand.tif,train,367761200.0,295941342.0,287767861.0,223598089.0,313478595.0,613332234.0,775466704.0,710704718.0,861679088.0,82371120.0,8260580.0,579745486.0,293950916.0,517625367456.0,338740471904.0,322711469029.0,208799686127.0,387406456199.0,1473030749684.0,2367524894234.0,1994135334520.0,2923737435678.0,26354859016.0,262532888.0,1361093956634.0,377725016968.0,262120
144,Paraguay_482517_S1Hand.tif,Paraguay_482517_LabelHand.tif,Paraguay,482517,S1Hand.tif,train,335693590.0,263973142.0,245399284.0,178646194.0,243258227.0,450232774.0,563375869.0,519988160.0,611620878.0,66732499.0,8226747.0,362100589.0,168931853.0,434497143810.0,269299207094.0,233563417192.0,128069750502.0,233353394997.0,905388249012.0,1458031430437.0,1267932877654.0,1762162246588.0,19232864647.0,261367063.0,627662664831.0,145610538999.0,259600
145,Paraguay_212687_S1Hand.tif,Paraguay_212687_LabelHand.tif,Paraguay,212687,S1Hand.tif,train,359554776.0,282416110.0,252381991.0,200871973.0,264549528.0,443323516.0,550250303.0,506893097.0,616041788.0,64759091.0,8536148.0,415366686.0,198631886.0,493471558848.0,305083632612.0,245363057021.0,158256924327.0,273665649774.0,781923906504.0,1211470602031.0,1033847453475.0,1530737983366.0,16590968551.0,278757928.0,745877626512.0,171894108122.0,262144
146,Paraguay_791364_S1Hand.tif,Paraguay_791364_LabelHand.tif,Paraguay,791364,S1Hand.tif,train,347511852.0,272227375.0,250157507.0,180834008.0,253665954.0,490992528.0,617818427.0,569693309.0,682598356.0,79199296.0,14555138.0,370152130.0,166244212.0,461556731420.0,283524168937.0,240124788453.0,126646744446.0,248069266072.0,959377556742.0,1535488389881.0,1310318430787.0,1878272293974.0,24601922622.0,814031006.0,551176817960.0,111809757672.0,261735
147,Paraguay_224845_S1Hand.tif,Paraguay_224845_LabelHand.tif,Paraguay,224845,S1Hand.tif,train,129354485.0,107781862.0,91222851.0,68719267.0,89045880.0,148837270.0,179003644.0,175886007.0,195086077.0,22501144.0,3899411.0,109725752.0,50129532.0,172295682631.0,111872659338.0,82454039755.0,47393208861.0,80195483044.0,229061091766.0,335335507048.0,310415943347.0,402729508525.0,5336252382.0,156772803.0,134217115632.0,28476786760.0,103920
148,Paraguay_149830_S1Hand.tif,Paraguay_149830_LabelHand.tif,Paraguay,149830,S1Hand.tif,train,346516279.0,270319309.0,248327163.0,168122283.0,250392526.0,527309319.0,671397667.0,621507682.0,742034894.0,73720635.0,8383656.0,384770127.0,161305302.0,461287160259.0,281098873143.0,237693643493.0,111001187507.0,242846080468.0,1109501347873.0,1822688427309.0,1566732719182.0,2231329804932.0,21531342907.0,270999332.0,598695191593.0,107415514326.0,260440
149,Paraguay_48673_S1Hand.tif,Paraguay_48673_LabelHand.tif,Paraguay,48673,S1Hand.tif,train,364245084.0,304639584.0,307223420.0,246617701.0,349956766.0,719153810.0,889401482.0,832600975.0,972026053.0,153590553.0,51344803.0,637205641.0,326481628.0,506584867872.0,355106589182.0,362179558458.0,243038875515.0,474658974544.0,1993221521422.0,3065402795680.0,2688201807057.0,3659093104003.0,90524075989.0,10160421359.0,1585689941331.0,446404609730.0,262144
150,Paraguay_44682_S1Hand.tif,Paraguay_44682_LabelHand.tif,Paraguay,44682,S1Hand.tif,train,345270559.0,271664882.0,247496500.0,185012373.0,262134787.0,484738639.0,605624738.0,564866336.0,672930635.0,75158804.0,11496399.0,416522814.0,191309626.0,455126873015.0,282739890262.0,236305106342.0,136247075617.0,267926308047.0,949025623735.0,1501557765708.0,1311666264866.0,1859619519869.0,22385541492.0,508183497.0,719656229064.0,156255264166.0,262144
151,Paraguay_989230_S1Hand.tif,Paraguay_989230_LabelHand.tif,Paraguay,989230,S1Hand.tif,train,330532491.0,263837306.0,242514325.0,178926694.0,240895036.0,467217398.0,592422086.0,537850193.0,649215445.0,63347033.0,8367121.0,367413663.0,171035926.0,499672588845.0,321249497982.0,274534457953.0,156037699036.0,280829930108.0,1111019549046.0,1813152949286.0,1516205785707.0,2218745366407.0,19845684897.0,321609625.0,768760180529.0,179292664100.0,219924
152,Paraguay_225187_S1Hand.tif,Paraguay_225187_LabelHand.tif,Paraguay,225187,S1Hand.tif,train,431570589.0,375156565.0,365476221.0,358688478.0,421459840.0,663096943.0,812675980.0,753663035.0,895524682.0,166675137.0,86045560.0,764545027.0,477737342.0,714761869059.0,542884704265.0,516279063397.0,519436626258.0,695819616410.0,1695103212425.0,2564831580500.0,2204131127547.0,3107954171962.0,109397659851.0,31301782936.0,2324066435001.0,951732575328.0,262144
153,Somalia_989553_S1Hand.tif,Somalia_989553_LabelHand.tif,Somalia,989553,S1Hand.tif,train,200072129.0,174880089.0,194854371.0,226463783.0,252827687.0,338447374.0,384213261.0,343946439.0,407443249.0,38615086.0,4205341.0,351772449.0,211788100.0,375692789735.0,290095152083.0,367179560943.0,529994882563.0,633979097407.0,1104652913726.0,1422355904807.0,1146067552749.0,1611639984151.0,14521953872.0,160954651.0,1332974075327.0,512678265252.0,110303
154,Somalia_93023_S1Hand.tif,Somalia_93023_LabelHand.tif,Somalia,93023,S1Hand.tif,train,278391659.0,225934280.0,236883027.0,282714704.0,334771851.0,538765114.0,627626658.0,566614851.0,674375444.0,66970537.0,7138560.0,537651675.0,348048841.0,435107245003.0,290256482472.0,322364602149.0,482288748778.0,657188323329.0,1674334204358.0,2275584730712.0,1863369667955.0,2636562902740.0,25589222639.0,273342072.0,1711463850263.0,738738384123.0,187825
155,Somalia_371421_S1Hand.tif,Somalia_371421_LabelHand.tif,Somalia,371421,S1Hand.tif,train,382762097.0,328323162.0,374383768.0,453466908.0,510296281.0,683426007.0,782985599.0,686012861.0,814183809.0,73383130.0,7821538.0,627664895.0,371460428.0,650709790009.0,485274340334.0,643410700938.0,1016381571062.0,1232489601437.0,2206613379205.0,2892078344879.0,2246877293263.0,3182295413925.0,25798383270.0,266991180.0,2252230861689.0,850777331062.0,230962
156,Somalia_230192_S1Hand.tif,Somalia_230192_LabelHand.tif,Somalia,230192,S1Hand.tif,train,330962478.0,274197648.0,288033922.0,338072213.0,392061870.0,591057546.0,682293611.0,615592266.0,732713463.0,76183585.0,9796386.0,606095459.0,382151063.0,491151059872.0,344640389752.0,383414312772.0,549700988667.0,719045541072.0,1601142749706.0,2133718377427.0,1742217408002.0,2466430184349.0,26240510285.0,416793444.0,1729528006273.0,711406010631.0,232522
157,Somalia_886726_S1Hand.tif,Somalia_886726_LabelHand.tif,Somalia,886726,S1Hand.tif,train,370914254.0,316867329.0,342896046.0,354335848.0,408138464.0,538308195.0,620441485.0,555702740.0,644933661.0,67552479.0,11000491.0,502466469.0,317884430.0,534960288478.0,403491564723.0,493223415654.0,634329707970.0,785069846828.0,1450801821211.0,1923142580657.0,1580119537680.0,2195463756559.0,22005296417.0,467303913.0,1642659920071.0,715231167154.0,262036
158,Somalia_992457_S1Hand.tif,Somalia_992457_LabelHand.tif,Somalia,992457,S1Hand.tif,train,304588659.0,247437474.0,239507063.0,237141816.0,260164562.0,356235286.0,410726861.0,367017369.0,444696309.0,46526845.0,5726551.0,351579799.0,216128782.0,539039353623.0,358557491596.0,341643311791.0,349171753392.0,410577982002.0,769477677058.0,1025958794761.0,823548811119.0,1208181039073.0,12934904419.0,182153443.0,764188507651.0,299445286242.0,181140
159,Somalia_7931_S1Hand.tif,Somalia_7931_LabelHand.tif,Somalia,7931,S1Hand.tif,train,337294613.0,275944107.0,267652129.0,249293835.0,294592067.0,459113853.0,529085001.0,475386568.0,575718042.0,69967385.0,15239347.0,443123340.0,263471565.0,588122066061.0,399888641251.0,380557620311.0,344488679261.0,465603950071.0,1105988442773.0,1468670614865.0,1191233830940.0,1743029294276.0,25259687285.0,1161902585.0,1050011532964.0,385026822003.0,201972
160,Somalia_195014_S1Hand.tif,Somalia_195014_LabelHand.tif,Somalia,195014,S1Hand.tif,train,350251107.0,286977451.0,291569580.0,321160363.0,379646746.0,591700750.0,688234764.0,619724888.0,746527183.0,83535668.0,13078017.0,669752926.0,397059986.0,543357299785.0,370348077387.0,384996805334.0,475845989573.0,654390860578.0,1571755069780.0,2126236120080.0,1730137296292.0,2505165694759.0,30876211514.0,740284825.0,2041571758178.0,729118459566.0,233650
161,Somalia_32375_S1Hand.tif,Somalia_32375_LabelHand.tif,Somalia,32375,S1Hand.tif,train,269739324.0,231499715.0,242435423.0,280519984.0,304090947.0,403185856.0,460052803.0,416177906.0,502129575.0,51833465.0,3877789.0,426182332.0,260860774.0,564372743956.0,416885768465.0,465094497813.0,646327550000.0,750683643597.0,1303329464390.0,1696342888753.0,1391396247644.0,2024940081971.0,22016191285.0,112837961.0,1505845997626.0,577856357614.0,134096
162,Somalia_1087508_S1Hand.tif,Somalia_1087508_LabelHand.tif,Somalia,1087508,S1Hand.tif,train,333359793.0,281619037.0,283792624.0,295382084.0,318583380.0,420206485.0,477331373.0,430676720.0,515986360.0,55095391.0,8050337.0,436857542.0,282453698.0,536692958265.0,388972028273.0,400768660304.0,448478336726.0,512233484410.0,894768312279.0,1156673563191.0,947465947430.0,1355513379640.0,15012870541.0,305466587.0,987501226526.0,426239333998.0,212943
163,Somalia_295782_S1Hand.tif,Somalia_295782_LabelHand.tif,Somalia,295782,S1Hand.tif,train,332081383.0,277590779.0,281044910.0,282136814.0,311748406.0,438444851.0,504815966.0,452417709.0,538765345.0,54885591.0,7551048.0,406064505.0,252860648.0,562490826643.0,396210369863.0,412298907494.0,436047282566.0,517196131644.0,1032430443499.0,1374975628344.0,1113312990245.0,1582199109441.0,15989737481.0,283525492.0,934407709993.0,378324977386.0,203048
164,Somalia_970508_S1Hand.tif,Somalia_970508_LabelHand.tif,Somalia,970508,S1Hand.tif,train,364641749.0,319003173.0,341896135.0,374979656.0,402117448.0,525266588.0,594820424.0,532806771.0,622312500.0,61442375.0,9468850.0,487909464.0,327926228.0,635154545291.0,500179495673.0,597017570681.0,821384097138.0,896243084408.0,1517908668106.0,1944935411278.0,1584669453241.0,2182482280474.0,20045739423.0,420456154.0,1536749884514.0,746236413538.0,217119
165,Somalia_626316_S1Hand.tif,Somalia_626316_LabelHand.tif,Somalia,626316,S1Hand.tif,train,299186646.0,266537796.0,278724207.0,313206969.0,326769505.0,402488327.0,457244435.0,412842416.0,490280581.0,55045660.0,11009432.0,428261760.0,300304280.0,545857220716.0,438768199332.0,492203091165.0,649410544305.0,701316930889.0,1088204846811.0,1404743981747.0,1153772574986.0,1641308842613.0,19573364600.0,744756970.0,1305700197310.0,654604816948.0,169085
166,Somalia_1068756_S1Hand.tif,Somalia_1068756_LabelHand.tif,Somalia,1068756,S1Hand.tif,train,278283392.0,233160099.0,234673788.0,256892021.0,281133934.0,380492260.0,433500339.0,388029219.0,462693864.0,51393903.0,9440332.0,362235355.0,231085174.0,473790608172.0,336919866019.0,347733155460.0,434118091703.0,508896969674.0,917508791702.0,1191285400959.0,956134331835.0,1363068697346.0,16548733235.0,525535834.0,863931826867.0,366269043620.0,171973
167,Somalia_205466_S1Hand.tif,Somalia_205466_LabelHand.tif,Somalia,205466,S1Hand.tif,train,343278605.0,283969053.0,285553150.0,320393648.0,377709369.0,591731313.0,686826563.0,620407250.0,736193396.0,83485111.0,15987370.0,688804963.0,414941078.0,502060423399.0,348777572581.0,354930241286.0,456750050764.0,625047224937.0,1519785605299.0,2048451739519.0,1674905759678.0,2357349823300.0,29782378753.0,1069776708.0,2088746606077.0,772381075366.0,240083
168,Spain_5923267_S1Hand.tif,Spain_5923267_LabelHand.tif,Spain,5923267,S1Hand.tif,train,292672584.0,234428898.0,210587139.0,144663671.0,135429888.0,108543759.0,113226844.0,96165523.0,98659097.0,23337092.0,2091482.0,60800606.0,39894069.0,395953962200.0,259796089836.0,219926226373.0,132393269789.0,127799688708.0,100638441871.0,119892609704.0,99680188369.0,117875202187.0,4734550420.0,20468518.0,93628257862.0,46178973007.0,218743
169,Spain_7786924_S1Hand.tif,Spain_7786924_LabelHand.tif,Spain,7786924,S1Hand.tif,train,420978124.0,373005845.0,390030784.0,405621966.0,469926056.0,659840806.0,768870279.0,717545486.0,832573956.0,134937822.0,3478343.0,694157856.0,459287041.0,683828116532.0,552045765177.0,616654715896.0,719916781368.0,909933449642.0,1728652048018.0,2347662843967.0,2055567063620.0,2755397934060.0,71381604134.0,46608259.0,2000098898710.0,925794179943.0,262111
170,Spain_7856615_S1Hand.tif,Spain_7856615_LabelHand.tif,Spain,7856615,S1Hand.tif,train,413649367.0,365511448.0,371684917.0,373449488.0,434698012.0,560477098.0,640728171.0,601830838.0,685205415.0,109235539.0,3239587.0,566992712.0,350077823.0,666178795269.0,539911260594.0,568815543859.0,610470553880.0,779821706522.0,1253975601622.0,1633958890569.0,1449852434138.0,1874247016769.0,47101227781.0,40523319.0,1351617498410.0,548509119391.0,261930
